smiles,total_score,Tanimoto ROCS sim,ADV,PostDock Tanimoto ROCS sim,raw_ADV,valid
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(O)CNCCOc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.93631256,0.22035073,0.9215623,0.9510628,-9.28,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(c3ccccc3)n3cc(CC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)nc3C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9297844,0.21488108,0.98302484,0.87654394,-12.051,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3(C(C)C)CCC([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)C(OCCOC)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97053033,0.29553577,0.9966423,0.9444184,-14.89,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3(NC(=O)COCC(=O)NCCOCCOCCOCCOCC[100O][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CCNC(C)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,5.837407e-10,0.2503771,1.1674814e-09,0.0,30.731,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3=C(C)NC(=O)NC3c3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9660044,0.27453992,0.9906743,0.94133437,-13.105,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3=C(c4ccc(OCCCCOCCC[100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc4)C4CCC3N4)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.84202504,0.22144555,0.85996664,0.8240834,-8.153,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3=C(c4ccc(OCCNC(=O)C[100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc4)CCC4C(C(C)O)C(=O)N34)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9535826,0.18974476,0.97761697,0.9295482,-11.561,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CC(O)CN3C(=O)C(C)[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9741483,0.18699159,0.99895275,0.94934386,-16.918,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CC([100O][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CN3C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9666419,0.21634632,0.99871856,0.93456525,-16.567,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CC3(C(=O)OC)c3ccc(OCCOCCOCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCC(COCCOCCOCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.77113163,0.28930643,0.5489169,0.99334645,-5.341,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCC[100N]([100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.49940848,0.32736206,0.99881697,0.0,-16.706,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCCN3C(=O)C(C)[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97671795,0.18012461,0.9989923,0.95444363,-16.985,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCCN3C(=O)CCCCCNc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCCN3C(=O)CCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.71982,0.25250185,0.44652626,0.99311376,-4.627,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCCN3C(=O)C[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97617584,0.20992713,0.9988786,0.9534731,-16.799,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCCN3C(=O)CNCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCCN3C(=O)COCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98490167,0.19763878,0.98791575,0.98188764,-12.65,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCCN3C(=O)Cc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.96151054,0.23671107,0.99086386,0.93215716,-13.141,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCCN3C(=O)c3cccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9873222,0.2041168,0.9963427,0.97830164,-14.741,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCCN3C(=O)c3ccccc3C[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98453784,0.1909363,0.9955936,0.973482,-14.416,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CC[100N]([100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.4993699,0.23136982,0.9987398,0.0,-16.596,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCN(CCOCCOCCOCCOCCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCN(Cc4ccc(C#Cc5cccc(C=CCOCCOCCOCC[100O][100C](=O)N6CCCC(n7nc(-c8ccc(Oc9ccc(F)cc9F)cc8)c(C(N)=O)c7N)C6)c5)cc4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,4.0993971e-13,0.23609482,8.1987943e-13,0.0,43.345,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCN(Cc4ccc([100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.96467054,0.29187378,0.99206513,0.937276,-13.388,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CCN(Cc4cccc([100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)c4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9838567,0.18469018,0.99489754,0.97281575,-14.16,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CN(c4ccc([100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)c(OCCF)c4)CCCO3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.8670306,0.29298282,0.9833295,0.75073177,-12.083,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CNC(c4ccc(OCC(=O)NCCOCCOCCOCC[100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc4)=N3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.0005462927,0.2591009,3.3093947e-06,0.001089276,16.921,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CNCC(c4cccc(OCCOCC[100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)c4)N3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.46419448,0.25928432,0.92838895,0.0,-9.451,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3CNCCC3C(=O)Nc3ccc(OCCCOCCOCCOCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.061288975,0.26842764,1.2779076e-06,0.12257667,18.574,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3COC(c4ccc([100O][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc4)=N3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98748684,0.29043394,0.99610907,0.97886455,-14.633,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3Cc4ccc(=O)c(C[100O][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc4O3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.817755,0.23276968,0.9008274,0.7346825,-8.833,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3Cc4ccccc4CN3C(=O)COCC(=O)N3CC[100N]([100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.91172624,0.29660818,0.9342758,0.88917667,-9.611,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3Cc4ccccc4CN3C(=O)COCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.83361053,0.21046618,0.9276584,0.7395627,-9.432,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3Cc4ccccc4CN3S(=O)(=O)c3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97699416,0.33710596,0.9952392,0.9587492,-14.281,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3NCC4OC(C(=O)NCCCCC[100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)CC43)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9155203,0.20809473,0.92390156,0.907139,-9.337,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C3OC(C)(C)OC4C([100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)COC43)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9771328,0.22958033,0.9987762,0.95548934,-16.647,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=C(NCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)c3ncccc3C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.95845264,0.20750897,0.97799176,0.9389135,-11.591,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=CC(=O)NCCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.050061997,0.23169166,0.0018575586,0.09826644,5.921,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=CC(=O)NCCCOCCOCCOCCOCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=CC(=O)NCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.95459855,0.24255386,0.96508086,0.94411623,-10.766,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=CCOCCOCCOCCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.95199007,0.21297021,0.9386249,0.9653552,-9.738,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=Cc3ccc([100N](C)[100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98383063,0.26674807,0.99515116,0.9725101,-14.249,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=Cc3ccc(OCCNC(=O)COCCOCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.20030779,0.22567336,0.00035265237,0.40026292,8.81,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=Cc3cccc(CCOCCOCCOCCOCCOCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=Cc3cccc(COCCOCCOCCOCCOCCOCCCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C=Cc3cccc(NC(=O)COCCOCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.080479115,0.23942314,0.023360614,0.13759762,1.485,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CC(=O)NCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9877106,0.197137,0.9886617,0.9867594,-12.762,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CC(=O)NCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9833919,0.16618672,0.99429816,0.9724856,-13.966,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CC(C#N)NCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9722886,0.2076925,0.9639581,0.9806191,-10.709,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CC(N)C(=O)C(NCCCCCCCCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)OC)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.45386976,0.24737722,0.5618514,0.34588814,-5.432,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CC=CC(=O)NCCOCCOCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.0573942,0.21917592,0.014893041,0.09989536,2.282,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CC=CC(=O)NCCOCCOCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.09619843,0.19519186,0.19239686,6.3741334e-10,-2.508,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC#Cc3ccccc3CC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98822916,0.23140304,0.9901721,0.98628616,-13.013,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NCCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.31421804,0.20332393,0.62535137,0.0030847092,-5.89,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98381233,0.23296584,0.9884336,0.97919106,-12.727,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98748934,0.19747832,0.9921642,0.9828145,-13.41,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NCCOCCOCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9737599,0.21258771,0.9692952,0.9782245,-10.997,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.8599752,0.24568707,0.8718569,0.8480935,-8.331,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NCCOCCOCCOCCCCOCCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.11830576,0.21965781,1.0952153e-06,0.23661043,18.842,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9234736,0.25855786,0.93327916,0.913668,-9.583,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.20486358,0.21394177,8.3801086e-07,0.40972632,19.307,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NCCOCCOc3cccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3OC)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.39752564,0.21774235,0.7950513,0.0,-7.355,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)NOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.2451573,0.21253805,0.10820893,0.38210568,-1.336,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)Nc3ccc(OCCCc4ccc([100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc4)c(C)n3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.96425515,0.23252326,0.97158927,0.95692104,-11.136,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(=O)OCCN3CCC(OCCCCOCCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(NC(=O)C[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(N)=O)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9783072,0.22656785,0.98968434,0.96693003,-12.928,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(NC(=O)COCCCOCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(=O)Nc3ccccc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.47652844,0.2062347,2.3727387e-07,0.95305663,21.499,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(NC(=O)c3cc(OCCOCC[100O][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c4ccccc4c3)C(N)=O)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.15958916,0.22704108,0.3191783,0.0,-3.684,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(NCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(=O)NCCF)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.75504863,0.19483303,0.82494485,0.68515235,-7.693,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC(c3cccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)c3nnnn3C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98578906,0.2269001,0.993712,0.9778662,-13.795,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC=CCNC(=O)COCC(=O)NCCOc3cccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.49668118,0.22608729,2.386437e-08,0.99336237,25.489,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCC=Cc3cccc(CN4CCC([100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.48863718,0.2275263,0.97727436,0.0,-11.534,1
